评论id,发布时间,⽤户id,⽤户昵称,ip属地,纬度,经度,点赞数,回复数,评论内容
4.77E+15,Wed May 11 17:33:28 +0800 2022,6461402919,Tinababy柚子,江苏,32.06677694,118.7695516,1,0,老人家节哀，可恶的疫情快消失吧
4.77E+15,Wed May 11 17:32:48 +0800 2022,5303315122,野YemaH,江苏,32.06677694,118.7695516,1,0,这特么让人匪夷所思
4.77E+15,Wed May 11 17:31:33 +0800 2022,7347794567,叶天凡辰,江苏,32.06677694,118.7695516,2,0,疫情是面照妖镜，什么匪夷所思的事情都出来了
4.77E+15,Wed May 11 17:31:06 +0800 2022,2606410754,楠楠猪还是楠楠,江苏,32.06677694,118.7695516,0,0,祝好
4.77E+15,Wed May 11 17:30:31 +0800 2022,1698943307,jjxxkk520,江苏,32.06677694,118.7695516,0,0,泪目
4.77E+15,Wed May 11 17:30:10 +0800 2022,5902839584,肉丸子乐悠悠,江苏,32.06677694,118.7695516,0,0,眼泪不由自主的流下来了
4.77E+15,Wed May 11 17:30:02 +0800 2022,5386930872,省着点哭,江苏,32.06677694,118.7695516,1,0,风相约，花不误，年年岁岁不相负，落日与晚风，朝朝又暮暮 老人家，她未嫁错郎，您健康平安
4.77E+15,Wed May 11 17:29:20 +0800 2022,1868404801,我是那颗任性的柠檬,江苏,32.06677694,118.7695516,1,0,心酸，
4.77E+15,Wed May 11 17:29:10 +0800 2022,6023200660,2000公里的奋斗和等待,江苏,32.06677694,118.7695516,0,0,高铁票小四位数，普通人根本抢不到
4.77E+15,Wed May 11 17:29:02 +0800 2022,2824197863,从安ferry,江苏,32.06677694,118.7695516,1,0,看的挺难受的
4.77E+15,Wed May 11 17:28:17 +0800 2022,6705600538,自由因雾,江苏,32.06677694,118.7695516,0,0,疫情你到底什么时候结束啊
4.77E+15,Wed May 11 17:27:59 +0800 2022,5730854207,比晚风温柔啊_,江苏,32.06677694,118.7695516,1,0,狗屁疫情，有病都看不了。
4.77E+15,Wed May 11 17:27:50 +0800 2022,6136865793,追不上影子的人,江苏,32.06677694,118.7695516,0,0,心酸！愿逝者安息，生者健康！
4.77E+15,Wed May 11 17:27:38 +0800 2022,6744079886,嘉禾R,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:27:29 +0800 2022,2639453653,咕咕酱zZ,江苏,32.06677694,118.7695516,0,0,@姜姜酱的柚子茶
4.77E+15,Wed May 11 17:27:14 +0800 2022,7313091349,追风筝的灯,江苏,32.06677694,118.7695516,0,0,泪目
4.77E+15,Wed May 11 17:27:10 +0800 2022,5681922968,夏尽未至,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:27:06 +0800 2022,1797535321,詹姆斯-TT,江苏,32.06677694,118.7695516,0,0,人间悲剧，悲剧到极致，就是喜剧
4.77E+15,Wed May 11 17:27:05 +0800 2022,5547782683,小泽玛丽辣辣辣,江苏,32.06677694,118.7695516,0,0,天呐
4.77E+15,Wed May 11 17:27:02 +0800 2022,6633762494,开心妈55,江苏,32.06677694,118.7695516,0,0,还能说什么呢，默默的流量
4.77E+15,Wed May 11 17:26:57 +0800 2022,7495107244,为了起名秃头,江苏,32.06677694,118.7695516,0,0,回家就好
4.77E+15,Wed May 11 17:26:50 +0800 2022,7640520171,乐老师09483,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:26:21 +0800 2022,3922783578,小柚纸·,江苏,32.06677694,118.7695516,0,0,打110啊
4.77E+15,Wed May 11 17:26:17 +0800 2022,5056247213,一只美少女猫_,江苏,32.06677694,118.7695516,0,0,真的很让人难受
4.77E+15,Wed May 11 17:25:59 +0800 2022,5045663879,丁丁丁丁丁小圆,江苏,32.06677694,118.7695516,0,0,@樊未浼
4.77E+15,Wed May 11 17:25:56 +0800 2022,2098265355,你要做善人-,江苏,32.06677694,118.7695516,0,0,想起了电影 落叶归根
4.77E+15,Wed May 11 17:25:43 +0800 2022,5997850940,Yours11_,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:25:33 +0800 2022,6112576847,双拼可可大杯U,江苏,32.06677694,118.7695516,0,1,@我真的太喜欢西红柿了
4.77E+15,Wed May 11 17:25:21 +0800 2022,1111144645,如果欣然,江苏,32.06677694,118.7695516,0,0,潸然泪下
4.77E+15,Wed May 11 17:25:17 +0800 2022,5664077013,魔偶的口琴,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:25:15 +0800 2022,5977862971,一只奶牛猫爱喝牛奶,江苏,32.06677694,118.7695516,0,0,看得难受，哭了
4.77E+15,Wed May 11 17:25:09 +0800 2022,5672465083,Liu-X-J,江苏,32.06677694,118.7695516,0,0,感动？
4.77E+15,Wed May 11 17:25:08 +0800 2022,5339796943,GingerXmas,江苏,32.06677694,118.7695516,0,0,rip
4.77E+15,Wed May 11 17:25:07 +0800 2022,6766044369,白叔叔的表示,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:25:04 +0800 2022,5528943996,pylsfg,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:25:03 +0800 2022,6352006421,怡宝1088,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:24:55 +0800 2022,6085805509,豆子哥11,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:24:50 +0800 2022,1781834457,这个杀手一点都不冷,江苏,32.06677694,118.7695516,1,0,真的哭了
4.77E+15,Wed May 11 17:24:40 +0800 2022,3707791790,阳光自信小狗,江苏,32.06677694,118.7695516,0,0,泪目
4.77E+15,Wed May 11 17:24:34 +0800 2022,1104728423,影茉莉_,江苏,32.06677694,118.7695516,0,0,哭了
4.77E+15,Wed May 11 17:24:34 +0800 2022,5798602462,是昔昔呐,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:24:25 +0800 2022,1812721421,VanillasTwilight,江苏,32.06677694,118.7695516,0,0,惺惺相惜，真好，祝福你们，活着的和不在的，都要好好的。
4.77E+15,Wed May 11 17:24:09 +0800 2022,1802299703,老北京鸡肉卷多加葱谢谢,江苏,32.06677694,118.7695516,0,0,哭了
4.77E+15,Wed May 11 17:24:05 +0800 2022,1070486054,bigcat575,江苏,32.06677694,118.7695516,1,0,
4.77E+15,Wed May 11 17:24:06 +0800 2022,5575959083,shitimsad,江苏,32.06677694,118.7695516,0,0,哎
4.77E+15,Wed May 11 20:19:01 +0800 2022,1786983050,大P哥终结月光,浙江,30.27154839,120.1595331,0,0,哎
4.77E+15,Wed May 11 21:27:23 +0800 2022,5354063256,116的的的,辽宁,30.29581472,121.319335,0,0,上海
4.77E+15,Wed May 11 19:09:28 +0800 2022,1766610544,白城以北,北京,39.91092455,116.4133837,0,0,转发微博
4.77E+15,Wed May 11 18:44:50 +0800 2022,5172455253,Mr__天亮咖啡暖场,江苏,32.06677694,118.7695516,0,0,@上海发布 出来说两句
4.77E+15,Wed May 11 18:15:40 +0800 2022,1645537735,迷恋双子555,上海,31.23592904,121.4805389,0,0,一些很平常的事现在在上海难上天，活得好累
4.77E+15,Wed May 11 17:57:52 +0800 2022,7314019796,如果所有人都没有嘴巴就好了,上海,31.23592904,121.4805389,0,0,人文关怀到哪去了
4.77E+15,Wed May 11 17:24:23 +0800 2022,5267924659,叮咚叮咚漫,江苏,32.06677694,118.7695516,0,0,好感动
4.77E+15,Wed May 11 21:31:37 +0800 2022,1820914264,华伟晋,上海,31.23592904,121.4805389,1,0,希望疫情早点结束，生活早日回归正轨。疫情期间让有些人有些事存在遗憾，刻骨铭心的遗憾。
4.77E+15,Wed May 11 21:16:49 +0800 2022,6038962445,嘿嘿子吖,上海,31.23592904,121.4805389,0,0,希望老人健康平安顺遂🙏🙏🙏
4.77E+15,Wed May 11 21:00:09 +0800 2022,5229517089,Botswana1943,上海,31.23592904,121.4805389,0,0,这次疫情我的姑姑走了 最后一面都没见到
4.77E+15,Wed May 11 19:35:11 +0800 2022,7672986529,莎包2021,上海,31.23592904,121.4805389,0,0,上海你没有心
4.77E+15,Wed May 11 19:35:05 +0800 2022,1926504097,Yalu雅璐,上海,31.23592904,121.4805389,0,0,老人节哀！
4.77E+15,Wed May 11 18:43:26 +0800 2022,1528128634,小媳妇修行,江苏,32.06677694,118.7695516,0,0,不拍新闻就看不到👮‍♀️叔叔了
4.77E+15,Wed May 11 18:00:38 +0800 2022,7715126902,那就改个名字22,江苏,32.06677694,118.7695516,0,0,上海是世界的上海，上海是上海人的上海，上海不是中国人的上海
4.77E+15,Wed May 11 17:38:36 +0800 2022,1354617293,LAPD的腊八粥,山东,36.67485665,117.0274416,0,0,唉🙏
4.77E+15,Wed May 11 17:34:39 +0800 2022,7193186164,故乡的河96330,江苏,32.06677694,118.7695516,0,0,让人心碎！
4.77E+15,Wed May 11 17:32:45 +0800 2022,6288736444,常州NTZS,江苏,32.06677694,118.7695516,0,0,向常州人致敬！
4.77E+15,Wed May 11 17:31:44 +0800 2022,7441076265,移音飘铉233,江苏,32.06677694,118.7695516,0,0,上海这次的疫情管出了人生百态
4.77E+15,Wed May 11 17:25:59 +0800 2022,6579665735,天天天发大财,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:25:13 +0800 2022,5147834413,雨霖dp,江苏,32.06677694,118.7695516,0,0,爱的越深，离开的时候越痛苦吧，希望爱的人都能好好在一起
4.77E+15,Wed May 11 17:24:40 +0800 2022,2577335392,天涯7qYZ,江苏,32.06677694,118.7695516,0,0,是真爱
4.77E+15,Wed May 11 22:06:42 +0800 2022,2011693362,oO0Bebop0Oo,安徽,31.73429416,117.3305404,0,0,@面包馅里有个锤
4.77E+15,Wed May 11 22:01:05 +0800 2022,1298191164,迤希double绿,上海,31.23592904,121.4805389,0,0,不得不痛心疾首 不可否认  我们曾向往的 坚信的维护的 高度文明的城市 连幻影都不复存在了
4.77E+15,Wed May 11 21:54:40 +0800 2022,5977382218,所以官宣了吗,山东,36.67485665,117.0274416,0,0,🙏🙏🙏
4.77E+15,Wed May 11 21:53:31 +0800 2022,1750796495,Amyling颖,上海,31.23592904,121.4805389,0,0,节哀，某些辣鸡上海人民也深受其害。希望大家都好好的
4.77E+15,Wed May 11 21:46:33 +0800 2022,2774589805,长裙过踝半厘米-,浙江,30.27154839,120.1595331,0,0,节哀🙏🙏🙏
4.77E+15,Wed May 11 21:42:02 +0800 2022,7553140152,SleepyDaii,四川,30.65704177,104.0828228,0,2,@Mydaii 天呐
4.77E+15,Wed May 11 21:30:41 +0800 2022,7365564262,现入深蓝的海,海南,20.02580196,110.3555365,0,0,一声叹息
4.77E+15,Wed May 11 21:19:16 +0800 2022,1973031567,李大大长腿,河南,34.77171292,113.7593841,0,0,//@浪漫主义文学:至亲去世的瞬间是没有任何感觉的，待到一切平静，某一个下午，清风拂过窗帘的声音，洗衣机轰隆隆的声音，厨房水壶冒热气的声音，阳光铺进阳台的样子，张口叫人却一愣，这一切都在提醒你，那个人走了巨大的空虚与孤独
4.77E+15,Wed May 11 21:19:08 +0800 2022,6237379017,有梦梦梦梦,河北,38.04320165,114.5365963,0,0,
4.77E+15,Wed May 11 21:18:55 +0800 2022,1615425301,王曲奇·赶不上论文ddl版,江苏,32.06677694,118.7695516,0,0,@15小魔王 
4.77E+15,Wed May 11 21:15:11 +0800 2022,5853840294,随便吃什么也不胖的小仙女,四川,30.65704177,104.0828228,0,0,泪奔
4.77E+15,Wed May 11 21:12:05 +0800 2022,5502325785,夜空中最亮的邢,河南,34.77171292,113.7593841,0,0,@红颗六豆 
4.77E+15,Wed May 11 21:11:46 +0800 2022,3850069955,圆脸龟的反击,上海,31.23592904,121.4805389,0,0,@不知名网友小伍 @_因为是女子 @野达酱
4.77E+15,Wed May 11 20:58:06 +0800 2022,7270974483,令狐葱花饼,阿尔及利亚,28.90629655,102.8201385,0,0,从前现在过去了再不来，红红落叶长埋尘土内，开始终结总是没变改，天边的你飘泊白云外。苦海翻起爱恨，在世间难逃避命运，相亲竟不可接近，或我应该相信是缘分。情人别后永远再不来，无言独坐放眼尘世外，鲜花虽会凋谢但会再开，一生所爱隐约在白云外。一路走好。
4.77E+15,Wed May 11 20:48:47 +0800 2022,7524033497,二蓝202011,上海,31.23592904,121.4805389,1,0,电视上那些110送人到火车站的都是作秀给百姓看的？马路上那么多警察监控都是瞎。这新闻不就说明上海城市管理没有一丁点温度吗？
4.77E+15,Wed May 11 20:47:27 +0800 2022,7600763022,娘娘喷,河南,34.77171292,113.7593841,0,0,惨剧
4.77E+15,Wed May 11 20:43:52 +0800 2022,2607297813,麦麦_多多,山东,36.67485665,117.0274416,0,0,上海 你不配
4.77E+15,Wed May 11 20:37:00 +0800 2022,3876717305,旺旺-wang1010,上海,31.23592904,121.4805389,0,0,@C阳哥哥 健康快乐第一
4.77E+15,Wed May 11 20:33:59 +0800 2022,5270119220,百万造价师,江苏,32.06677694,118.7695516,0,0,@百万造价师的造价师
4.77E+15,Wed May 11 20:31:52 +0800 2022,1784069437,andyer-billy,北京,39.91092455,116.4133837,0,0,祝老人健健康康，不容易
4.77E+15,Wed May 11 20:30:57 +0800 2022,2738869082,庄周梦蝶的秋天,江苏,32.06677694,118.7695516,0,0,为什么这条新闻看的泪流满面
4.77E+15,Wed May 11 20:29:12 +0800 2022,1891042575,五叶地,宁夏,29.85767922,121.6292886,1,0,难道不应该反思一下是什么让一个人回家这么难吗？
4.77E+15,Wed May 11 20:24:28 +0800 2022,2673504665,我的未来在哪儿呢nowhere,上海,31.23592904,121.4805389,2,0,这才是人性啊！现在政府搞得没人性了。这个跟动态清零无关，这个就是懒政，一刀切，没有人性的管理
4.77E+15,Wed May 11 20:13:38 +0800 2022,5809861385,勇敢小狗狗,四川,30.65704177,104.0828228,0,0,@新西部区域经济研究所 
4.77E+15,Wed May 11 20:09:35 +0800 2022,3054942290,梦游bin,北京,39.91092455,116.4133837,1,0,真的不想再看到这样的事情了，上海政府是死了吗//@明行赋故国有明: 上海的政府出来啊，出来说话啊
4.77E+15,Wed May 11 20:06:01 +0800 2022,2483005274,约翰-棒的,上海,31.23592904,121.4805389,0,0,
4.77E+15,Wed May 11 20:00:48 +0800 2022,2752365493,今天我又笑多了,浙江,30.27154839,120.1595331,0,0,@原来是许甜甜啊
4.77E+15,Wed May 11 19:32:44 +0800 2022,3230358312,dong_sunrise,上海,31.23592904,121.4805389,0,0,好家伙，我想奶奶了
4.77E+15,Wed May 11 19:14:05 +0800 2022,2132870213,BonnieTortoise,北京,39.91092455,116.4133837,0,0,太痛
4.77E+15,Wed May 11 19:10:30 +0800 2022,7754427961,闲听风雨向阳而生,浙江,30.27154839,120.1595331,0,0,破防了。不曾表现宣之于口的悲伤，却让闻者忍不住泪意涌动
4.77E+15,Wed May 11 18:50:54 +0800 2022,3307963265,rukirose龍,山东,36.67485665,117.0274416,0,0,是条汉子！
4.77E+15,Wed May 11 18:50:18 +0800 2022,2823662072,Pooh-Mickey,浙江,30.27154839,120.1595331,0,0,
4.77E+15,Wed May 11 18:41:29 +0800 2022,3846499705,思迈而,浙江,30.27154839,120.1595331,0,0,叹息
4.77E+15,Wed May 11 18:18:29 +0800 2022,1558256344,小楠各种不靠谱,上海,31.23592904,121.4805389,0,0,所以，儿子没见到最后一面吗
4.77E+15,Wed May 11 17:52:44 +0800 2022,5564808687,Guzcy,江苏,32.06677694,118.7695516,0,0,@草莓味女孩yu 55555555555
4.77E+15,Wed May 11 17:42:39 +0800 2022,5640595246,tomatoes雨,江苏,32.06677694,118.7695516,0,0,@词不达意的达意 哎
4.77E+15,Wed May 11 17:41:51 +0800 2022,6331506038,MarEleven_,江苏,32.06677694,118.7695516,1,1,@冰冻饼饼 @anastasiayaya @Sasabrinaa 
4.77E+15,Wed May 11 17:41:01 +0800 2022,5947555035,花生酱小姐0,江苏,32.06677694,118.7695516,1,0,可惜现在人根本不懂 都薄情
4.77E+15,Wed May 11 17:38:58 +0800 2022,1951349174,皮卡丘十万伏特铁尾,江苏,32.06677694,118.7695516,0,0,交警能送一下吗？
4.77E+15,Wed May 11 17:37:10 +0800 2022,2764503237,zhangxx877,江苏,32.06677694,118.7695516,1,0,上海甚至全国各地的奇葩防疫将被写入历史，
4.77E+15,Wed May 11 22:30:30 +0800 2022,1301836245,跟我读爱德梅,上海,31.23592904,121.4805389,0,0,人家是抱着希望来到这座城，但这大封闭…断绝了人的生机…赶紧解封吧
4.77E+15,Wed May 11 22:06:23 +0800 2022,2030605585,蘑菇兔兔酱,上海,31.23592904,121.4805389,0,0,@弄堂的小年轻x 太难过了！
4.77E+15,Wed May 11 17:20:41 +0800 2022,7748036180,浪漫主义文学,重庆,29.56899625,106.5584342,1181,28,至亲去世的瞬间是没有任何感觉的，待到一切平静，某一个下午，清风拂过窗帘的声音，洗衣机轰隆隆的声音，厨房水壶冒热气的声音，阳光铺进阳台的样子，张口叫人却一愣，这一切都在提醒你，那个人走了巨大的空虚与孤独
4.77E+15,Wed May 11 18:30:57 +0800 2022,2795930217,蜡笔小妞Gretchen,上海,31.23592904,121.4805389,509,22,上海这座城市死了
4.77E+15,Wed May 11 19:17:09 +0800 2022,2842397570,唤氧鱼,上海,31.23592904,121.4805389,233,11,其实我觉得这种极端的防疫政策 比奥密克戎本身危害性要大得多
4.77E+15,Wed May 11 17:24:28 +0800 2022,7691860031,法硕商英建筑天才,江苏,32.06677694,118.7695516,207,0,希望老人健康平安 万事顺遂
4.77E+15,Wed May 11 17:28:26 +0800 2022,3153802264,Da车坙工,江苏,32.06677694,118.7695516,105,1,现实版了《落叶归根》
4.77E+15,Wed May 11 19:59:49 +0800 2022,1962497347,Yumiyyun_,上海,31.23592904,121.4805389,117,4,所以呢这样的新闻报道出来是想说什么呢？背后体现出来的难道不是治理混乱？让一个60岁的老人徒步7小时，一路人上无人问津，这是2022年能发生的事情吗？代入一下自己年迈的长辈亲人就会觉得这是一件多么可怕的事情
4.77E+15,Wed May 11 17:25:50 +0800 2022,6424695520,真baoyang寻金珠,江苏,32.06677694,118.7695516,94,2,真正的爱情是最值得追求的男女关系，可惜大多数人无法遇到真心相爱的那个ta。
4.77E+15,Wed May 11 17:24:27 +0800 2022,5462448458,不要挡镜头,江苏,32.06677694,118.7695516,95,20,认为制造的灾难害了多少人
4.77E+15,Wed May 11 19:41:18 +0800 2022,1119152040,zszang,广东,23.13794856,113.2724289,93,6,上海，不断刷新人性底线。
4.77E+15,Wed May 11 17:09:55 +0800 2022,1205920495,一只小小花呀,黑龙江,29.48708098,106.1364992,60,1,伟大的爱情太感人了
4.77E+15,Wed May 11 18:22:59 +0800 2022,2454027383,Ellaaaaaa_莎莎,上海,31.23592904,121.4805389,78,33,爸爸也是淋巴瘤，4月20号左右医院通知让做好心理准备，我在上海跟居委申请返乡，不同意，非要家乡开接收证明，家乡说不拒收，能回来就按照当地防疫政策7+7隔离。继续跟居委沟通，无果。5月7号爸爸去世，我还被困在上海到现在，都无法见他最后一面，送他最后一程。来这个城市8年了，这次彻底失望了。
4.77E+15,Wed May 11 17:24:54 +0800 2022,6931041835,做一只自律的小狗,江苏,32.06677694,118.7695516,56,36,为什么打不到车，没人管吗
4.77E+15,Wed May 11 17:26:16 +0800 2022,5058107707,G0802W_,江苏,32.06677694,118.7695516,35,1,除非黄土白骨，我守你百岁无忧。
4.77E+15,Wed May 11 17:25:33 +0800 2022,5664051725,陈奕迅老婆呀,江苏,32.06677694,118.7695516,41,0,看哭了，老一辈的爱情还是坚定的
4.77E+15,Wed May 11 17:45:14 +0800 2022,2127238883,Mumu典雅的冰西瓜,江苏,32.06677694,118.7695516,18,0,这种类似的事，不知道发生过多少
4.77E+15,Wed May 11 17:26:52 +0800 2022,1104728423,影茉莉_,江苏,32.06677694,118.7695516,27,0,无论怎样，哥哥都带你回家。                    妹妹，儿子来接你了
4.77E+15,Wed May 11 18:18:28 +0800 2022,6147045243,慕容如雪月如钩,上海,31.23592904,121.4805389,5,6,不会网约车？我们小区的人去上班都可以打网约车的啊。自己不会的话可以让其他人帮忙的吧。疫情期间，哪个出租车会满大街跑？那不是亏死了吗？
4.77E+15,Wed May 11 18:14:31 +0800 2022,1804317803,卷心菜嚯,江苏,32.06677694,118.7695516,1,0, 
4.77E+15,Wed May 11 17:44:07 +0800 2022,2045534983,大志喵,江苏,32.06677694,118.7695516,3,25,老夫妻了，还哥哥、妹妹的，不觉得异怪吗
4.77E+15,Wed May 11 17:25:30 +0800 2022,3581606101,Nosignallll,江苏,32.06677694,118.7695516,7,0,我们回家
4.77E+15,Wed May 11 17:25:05 +0800 2022,3570646954,Kitty是凯蒂呀,江苏,32.06677694,118.7695516,4,0,
4.77E+15,Wed May 11 19:51:42 +0800 2022,7279866549,海淀区费雯丽,北京,39.91092455,116.4133837,3,0,好男人！好人一生平安！
4.77E+15,Wed May 11 21:34:46 +0800 2022,7009901418,黑猫白手套coco,上海,31.23592904,121.4805389,4,1,父亲去世时，就木木的忙着，眼泪流的也不多。一切平静后，生活也回归正常。直到有一天在小区里散步，走着走着突然就感到痛彻心扉，霎那间泪流满面，那一天独自一人在花园里哭了很久很久
4.77E+15,Wed May 11 20:57:05 +0800 2022,1994804011,竹苒苒丶,上海,31.23592904,121.4805389,8,0,大家都觉得老人步行那么久好可怜，好心疼，但其实他能回去已经是比更多人幸运了。现在高铁站和机场滞留了多少人回都回不去呢，太令人失望
4.77E+15,Wed May 11 20:50:27 +0800 2022,3625077250,Hiram_O,广东,23.13794856,113.2724289,3,0,人世间
4.77E+15,Wed May 11 19:02:16 +0800 2022,6117963876,怼怼需要静静,江苏,32.06677694,118.7695516,3,0,希望老人余生平安健康
4.77E+15,Wed May 11 18:45:38 +0800 2022,6515539096,轻挽6424,上海,31.23592904,121.4805389,0,0,世间真的有好多温柔的一刻
4.77E+15,Wed May 11 18:41:21 +0800 2022,5523889130,我的孤本guben,江苏,32.06677694,118.7695516,0,0,🙏🙏🙏
4.77E+15,Wed May 11 18:13:45 +0800 2022,1589702655,魔羯座的魔法蛇皮袋,上海,31.23592904,121.4805389,13,1,逃离上海 是每个人的愿望
4.77E+15,Wed May 11 17:32:29 +0800 2022,1458204293,moyueshu,江苏,32.06677694,118.7695516,0,0,无语
4.77E+15,Wed May 11 17:26:47 +0800 2022,1903951291,尼克安闲,江苏,32.06677694,118.7695516,3,0,车应该都停了//@做一只自律的小狗:为什么打不到车，没人管吗
4.77E+15,Wed May 11 17:26:27 +0800 2022,2202423573,小_zhuzi,江苏,32.06677694,118.7695516,4,0,泪目
4.77E+15,Wed May 11 20:00:44 +0800 2022,1773569692,睡不醒的喵小花,浙江,30.27154839,120.1595331,2,0,借一寸三九天里 冽冽暖阳 融这茫茫人间刺骨凉
4.77E+15,Wed May 11 22:00:47 +0800 2022,5979681233,最高荣誉英雄,辽宁,30.29581472,121.319335,0,0,完蛋了上海
4.77E+15,Wed May 11 21:59:46 +0800 2022,6854783985,庄青森,山西,37.87982942,112.5693755,0,0,落叶总要归根
4.77E+15,Wed May 11 21:46:29 +0800 2022,5657621276,9797小朋友,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 21:25:39 +0800 2022,5110739046,费叔叔的懒羊羊,上海,31.23592904,121.4805389,0,0,带着救命的希望来到上海，赶上了上海疫情，最后也不得看全自己至亲，大概每个人心里都有点小创伤，为这个一直引以为豪的城市，愿早点结束，不要徒增疾苦
4.77E+15,Wed May 11 21:18:00 +0800 2022,7411477086,朱大白同学,江苏,32.06677694,118.7695516,0,0,唉。
4.77E+15,Wed May 11 21:16:01 +0800 2022,3437344634,Happyeveryday赛玉,上海,31.23592904,121.4805389,0,1,目前只有医院附近有出租车可以先走到医院坐出租。
4.77E+15,Wed May 11 20:30:42 +0800 2022,7598842805,Mr_Sitdownpls,广东,23.13794856,113.2724289,0,0,sad…悲剧人间
4.77E+15,Wed May 11 20:29:46 +0800 2022,6347924508,坐在池底,法国,28.90539633,120.0441588,0,0,🙏
4.77E+15,Wed May 11 20:17:49 +0800 2022,1216274660,若木若愚,天津,39.0911026,117.2080928,0,0,
4.77E+15,Wed May 11 20:15:03 +0800 2022,1686345762,徐海洋,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 19:50:43 +0800 2022,1229671583,铁铁铁铁铁鱼,北京,39.91092455,116.4133837,1,0,君埋泉下泥销骨，我寄人间雪满头。
4.77E+15,Wed May 11 19:44:13 +0800 2022,2952398494,镰刃啊嗯,中国香港,31.45518492,121.347723,0,0,屮这个世界
4.77E+15,Wed May 11 18:54:25 +0800 2022,5312787081,小甜果的Jam,上海,31.23592904,121.4805389,0,0,
4.77E+15,Wed May 11 18:29:05 +0800 2022,5900039530,111Empty,福建,39.22917591,117.1423023,0,0,🙏
4.77E+15,Wed May 11 17:49:56 +0800 2022,2175920441,吾爱吾锡,江苏,32.06677694,118.7695516,0,0,这就是爱！
4.77E+15,Wed May 11 17:41:47 +0800 2022,3194900680,无事小神猪,江苏,32.06677694,118.7695516,0,0,@香菜胡桃 @每年都是福满多 @随你 好感动
4.77E+15,Wed May 11 17:36:03 +0800 2022,7493753405,小白白白白白吖_,江苏,32.06677694,118.7695516,0,0,真的不知道说什么了
4.77E+15,Wed May 11 17:31:26 +0800 2022,5463736795,大Gou普拉斯,江苏,32.06677694,118.7695516,4,2,3月来，然后4月被管控，这是医院不治还是病人无法治疗？
4.77E+15,Wed May 11 17:28:31 +0800 2022,5091664260,不要椰奶-,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:26:23 +0800 2022,5974136817,高贵路人·糖糖廷子,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 17:24:45 +0800 2022,5080190980,梁祺璇,江苏,32.06677694,118.7695516,0,0,@再犯傻就闻臭脚吖
4.77E+15,Wed May 11 17:24:13 +0800 2022,5533070814,pouringlove,江苏,32.06677694,118.7695516,0,0,
4.77E+15,Wed May 11 21:51:31 +0800 2022,1308592045,C崽大战屎可宝,上海,31.23592904,121.4805389,2,0,搞不懂我们小区团T恤团鞋子团锅团海胆 每天大门口车水马龙 却没有车能接接这些人
4.77E+15,Wed May 11 20:45:05 +0800 2022,2696124540,樱陶小理子,江苏,32.06677694,118.7695516,3,2,太难过了。我其实现在挺讨厌上海的（仅针对在疫情期间这个城市的做法，不讨厌任何一个上海老百姓）。这根本不是我心里面国际大都市应该有的水准。让太多人受罪了。
4.77E+15,Wed May 11 19:23:36 +0800 2022,5743995537,这多年自然卷,江苏,32.06677694,118.7695516,3,0,倘若不是亲身体会，怎么知道盛世之下的艰难困苦，会那么那么悲情。我也在和平年代流下对生死无可奈何的的苦泪。现想，老爷子能回到家里再咽下这口气，已经是远超预期了。在这个时候，我们最传统的念头，落叶归根，儿孙陪伴最后一程，这些都成了一种幸运。
4.77E+15,Wed May 11 18:20:02 +0800 2022,6615438093,森奈wsn,江苏,32.06677694,118.7695516,2,0,令人羡慕惋惜的爱情
4.77E+15,Wed May 11 18:12:54 +0800 2022,2271618757,无极坏小驴,内蒙古,40.81774435,111.6722691,2,4,为什么打不到车?
4.77E+15,Wed May 11 18:02:14 +0800 2022,5829038399,周桂香的喵酱酱,江苏,32.06677694,118.7695516,2,0,为什么上海还能坐高铁去别的地方，因为上海疫情严重到医疗不足，有些阳性患者回家乡，家乡可以收容治疗，当然这些费用都是要自己出的，有很多人宁愿回去也不愿饿死在上海吧
4.77E+15,Wed May 11 17:50:06 +0800 2022,5682487871,如山见海,江苏,32.06677694,118.7695516,2,0,江苏人不容易啊，唉
4.77E+15,Wed May 11 17:25:30 +0800 2022,3975732191,谢舒尔,江苏,32.06677694,118.7695516,3,0,泪目了，觉得自己就是矫情中的一员
